Subject,beta
1.0,17.56591072692785
2.0,12.323567519417773
3.0,7.735880784094496
4.0,0.5587775686670171
5.0,15.413440891120203
6.0,17.189803173274576
7.0,5.438869022754966
8.0,9.057049317339398
9.0,7.466765402428825
10.0,7.920111865099486
11.0,3.587356440757008
12.0,18.853359985213643
13.0,6.62055371354101
14.0,7.09662864905934
15.0,13.283025283858692
16.0,7.612804488351188
17.0,11.973674982296052
18.0,13.341324212389456
19.0,9.582966857313867
20.0,4.751588036776091
21.0,19.471881111108956
22.0,17.049053862162364
23.0,0.7337464482997325
24.0,0.542680626343488
25.0,14.572390220415588
26.0,1.48711120931317
27.0,6.76926849619173
28.0,16.186485799521147
29.0,12.979109195034841
30.0,17.860142844173545
31.0,6.26933186008876
32.0,0.6154276504469003
33.0,4.987097424118994
34.0,2.454450262782304
35.0,5.423407906342737
36.0,18.143321977372203
37.0,15.37744750767408
38.0,5.52445735111692
39.0,12.876513510643582
40.0,16.352741081200282
41.0,3.3825844891118084
42.0,10.064977068861722
43.0,5.408572817181925
44.0,19.05852781470915
45.0,8.943346398904186
46.0,19.005322335543504
47.0,4.286885053741489
48.0,17.387364771361252
49.0,3.928051748916299
50.0,15.596669862784736
51.0,9.648134567328936
52.0,5.720671421938621
53.0,11.544801183100407
54.0,4.019164780482374
55.0,13.971297801134064
56.0,19.329862871232006
57.0,6.569859065053212
58.0,0.026131482127147443
59.0,9.615012224394775
60.0,11.40927176971375
61.0,5.027171569613955
62.0,2.799982103098122
63.0,13.126226551577062
64.0,7.296316629550949
65.0,17.512768889940293
66.0,13.897687214638253
67.0,5.276988864873429
68.0,12.774349390485666
69.0,5.6592951861201986
70.0,5.019901611660438
71.0,6.778325646228707
72.0,6.648500674928952
73.0,0.050093762312803936
74.0,4.643338083040063
75.0,9.828467366033129
76.0,8.025933899103052
77.0,14.393420399465828
78.0,8.698248962282438
79.0,6.9742059557324225
80.0,16.67955899095673
81.0,14.12800756440544
82.0,19.126724762836332
83.0,13.174434497068068
84.0,4.327552571221371
85.0,10.017306186387385
86.0,7.099351885434655
87.0,15.559295948629043
88.0,6.958762687661279
89.0,17.724361341642556
90.0,4.009648389057954
91.0,12.89184791604385
92.0,2.9306394080663
93.0,10.510895574836375
94.0,6.27803459551481
95.0,4.879424182554393
96.0,4.6404757197724305
97.0,1.7308279786003622
98.0,3.6297195716919584
99.0,9.51317138382829
100.0,8.60915332209899
101.0,7.624841768219948
102.0,9.547541843905629
103.0,9.245201824149431
104.0,9.174287000339056
105.0,1.4627109338571898
106.0,5.137625194284652
107.0,12.12984531242041
108.0,6.494512966152641
109.0,12.017669480598004
110.0,5.408203610586531
111.0,10.684103556788893
112.0,17.568193055013396
113.0,19.675899628708045
114.0,0.9777583590638939
115.0,9.876443353484037
116.0,4.793042733792072
117.0,1.1325066398761874
118.0,6.036675473813283
119.0,0.2724046768012811
120.0,3.1931548146007915
121.0,2.53302129363864
122.0,6.359679013312238
123.0,8.813051619022904
124.0,10.246698885609252
125.0,0.16181754020343275
126.0,18.05217522965291
127.0,9.966656689236412
128.0,0.8291216273362267
129.0,0.8948506034993686
130.0,17.75516370360135
131.0,15.628612664166063
132.0,8.506423990365356
133.0,17.393463814921063
134.0,3.2473767506649476
135.0,6.777809387148328
136.0,2.717070536937798
137.0,13.66735185310515
138.0,1.4205176630760818
139.0,10.263647547273296
140.0,14.551048108020726
141.0,9.751473722104576
142.0,17.265758804423438
143.0,9.531165625460629
144.0,17.054209299559563
145.0,18.442226430165643
146.0,1.5310852994368496
147.0,11.95653822498754
148.0,13.741241557912076
149.0,11.299257277280317
150.0,13.247669809893495
151.0,5.4432832767034345
152.0,2.597596259521866
153.0,19.17882450650388
154.0,19.18740080880345
155.0,17.510111273414594
156.0,0.3386277306422292
157.0,1.819838505297624
158.0,17.525872438264134
159.0,12.767701501130386
160.0,11.607598082216228
161.0,2.621582577435193
162.0,2.9340925918024463
163.0,17.51023110740478
164.0,12.519704981515892
165.0,19.412231974578468
166.0,2.6574875373820905
167.0,12.62560140167404
168.0,14.375324535917693
169.0,17.365919699428247
170.0,17.137184805093696
171.0,2.658643216773764
172.0,0.6032493665338046
173.0,3.5224881160979593
174.0,5.163668563105455
175.0,8.523923802963898
176.0,2.5491885159185013
177.0,12.866052153215396
178.0,14.467254804217234
179.0,1.8376899875112374
180.0,14.863282410307416
181.0,19.733362371141872
182.0,12.179677951549653
183.0,11.891770086501802
184.0,3.787366887912791
185.0,7.3898542017021445
186.0,14.413661145624076
187.0,12.648358787951441
188.0,18.01157753295821
189.0,13.68068712914554
190.0,13.157335611297869
191.0,11.428832539179059
192.0,4.303416167210035
193.0,12.427682214150021
194.0,12.731068825585954
195.0,11.27024923251274
196.0,14.681620700301355
197.0,5.182688085433986
198.0,2.7162685595409086
199.0,4.523022159753554
200.0,18.909559686395742
201.0,18.014848297449195
202.0,1.9187261136737055
203.0,1.3403879319997292
204.0,3.725445565548313
205.0,7.822991652291815
206.0,3.1637771913748503
207.0,15.479061977867241
208.0,8.090822801226864
209.0,11.414229490923555
210.0,10.060068817303272
211.0,11.241143240413793
212.0,3.694657262640564
213.0,13.574327184747867
214.0,0.35054948522532214
215.0,4.363080612550609
216.0,2.4135944815818444
217.0,1.3530728901227174
218.0,16.278298519917403
219.0,7.8877333212429175
220.0,11.256320648185586
221.0,2.345406464933648
222.0,2.564357528368164
223.0,15.392399626604334
224.0,16.330523471692548
225.0,5.132627595904475
226.0,1.7949814751719817
227.0,12.657911229927565
228.0,15.023628384850863
229.0,9.05414509306437
230.0,11.500995615862887
231.0,19.289819544954508
232.0,17.14844903282839
233.0,11.108267205677171
234.0,18.57530675797909
235.0,3.4562757231037344
236.0,2.435716805069519
237.0,7.836725921350851
238.0,10.358076449339112
239.0,12.14325212398492
240.0,14.749332894394911
241.0,11.14190894350779
242.0,7.903204076746137
243.0,11.61059259660144
244.0,5.806659926146631
245.0,10.8282474423468
246.0,18.821834658783413
247.0,3.215712925423979
248.0,19.039686540704864
249.0,10.798335974097071
250.0,17.60988790592737
251.0,10.855360258317091
252.0,12.450880169103835
253.0,15.580333284711749
254.0,17.64758657675957
255.0,7.391195034226021
256.0,4.104266988185636
257.0,7.64844069827549
258.0,15.143932438649443
259.0,13.679661439283146
260.0,1.7361597381171046
261.0,6.5037563721478
262.0,11.941993847632883
263.0,1.2899113746454982
264.0,16.39526955016784
265.0,4.701244918737377
266.0,12.09940783749898
267.0,19.662121991496
268.0,13.962333610082872
269.0,18.86067436154677
270.0,1.5017731688998959
271.0,6.416097315017302
272.0,15.924763897426239
273.0,7.351609343961664
274.0,10.460442091478539
275.0,8.560003996000322
