Subject,alpha,beta,llh
1.0,0.03132739824873115,20.0,6.918278644146365
2.0,0.04863152921161193,20.0,10.226961508243688
3.0,1.0,12.874496622781084,6.931471805599453
4.0,1.0,20.0,4.1588830833596715
5.0,0.031164394442515488,20.0,8.300269262761104
6.0,0.05755066067355887,20.0,7.355053362155934
7.0,0.03132739855885498,20.0,6.918278644146341
8.0,0.031164393774717504,20.0,8.30026926276111
9.0,1.0,19.897221511358442,5.545177444479562
10.0,1.0,14.830901422572351,5.545177444479562
11.0,0.03180772319634335,20.0,6.938526148660102
12.0,1.0,12.086157922862194,6.931471805599453
13.0,0.028798111427200374,20.0,8.125471540015596
14.0,1.0,20.0,5.545177444479562
15.0,0.7921733964714123,0.8150920526154418,9.79974233672169
16.0,0.01622585468115488,20.0,9.325182381094617
17.0,0.18639027280154172,20.0,5.550159088225834
18.0,0.02749550839646184,20.0,9.500517336625421
19.0,0.02855516865355107,20.0,9.505108347070554
20.0,1.0,17.430978694733177,5.545177444479562
21.0,0.18534768338611204,20.0,5.550130413458403
22.0,0.02735302316478925,20.0,6.590851319773133
23.0,1.0,16.890636448488237,6.931471805599453
24.0,0.18919682697520973,3.350003431312264,8.217468991044722
25.0,0.06476445766393028,20.0,8.586552078791522
26.0,0.026258490540306784,20.0,7.922021675410315
27.0,1.0,20.0,5.545177444479562
28.0,0.09366709206731066,20.0,5.469239138500113
29.0,0.18477579961563434,20.0,8.322704081228713
30.0,0.09366708888057998,20.0,5.469239138500111
31.0,1.0,12.715595848340948,8.317766166719343
32.0,1.0,12.888640787976996,8.317766166719343
33.0,1.0,20.0,5.545177444479562
34.0,1.0,17.68942254322898,6.931471805599453
35.0,1.0,14.80278563915995,4.1588830833596715
36.0,1.0,14.57165703702084,5.545177444479562
37.0,0.08954284892101776,20.0,8.140286157117671
38.0,1.0,12.863363214132002,6.931471805599453
39.0,1.0,12.175048210576422,8.317766166719343
40.0,1.0,12.845722562154968,5.545177444479562
41.0,1.0,13.347394435656271,5.545177444479562
42.0,1.0,20.0,5.545177444479562
43.0,0.8710809648014957,14.320785007469574,6.931471805599453
44.0,1.0,13.4520800755067,4.1588830833596715
45.0,1.0,18.391162529329975,4.1588830833596715
46.0,1.0,16.494210225143764,4.1588830833596715
47.0,0.14988534173035495,20.0,6.396153998579773
48.0,1.0,20.0,5.545177444479562
49.0,1.0,12.9127670869782,4.1588830833596715
50.0,0.17216603833264355,20.0,6.858351937115098
51.0,1.0,20.0,6.931471805599453
52.0,1.0,13.436124248051028,5.545177444479562
53.0,1.0,20.0,5.545177444479562
54.0,1.0,12.751667305251623,6.931471805599453
55.0,1.0,20.0,4.1588830833596715
56.0,1.0,20.0,6.931471805599453
57.0,1.0,12.554801779713014,6.931471805599453
58.0,1.0,13.068718485306995,5.545177444479562
59.0,1.0,13.8989737938093,8.317766166719343
60.0,1.0,13.281610142242263,4.1588830833596715
61.0,0.9371238856979449,13.76765671268576,4.1588830833596715
62.0,0.09429571724881698,20.0,5.472801457426425
63.0,0.18686902926843038,20.0,4.163878430528119
64.0,1.0,11.898427960055871,6.931471805599453
65.0,1.0,11.853322220351108,5.545177444479562
66.0,0.14991228137539514,20.0,6.396420500520285
67.0,1.0,15.53332153898263,4.1588830833596715
68.0,1.0,16.8469297596114,4.1588830833596715
69.0,0.2946252243896405,20.0,4.158960101512878
70.0,0.0929053961403529,20.0,6.853221799011115
71.0,1.0,12.272960499790019,6.931471805599453
72.0,0.09214802790571364,20.0,5.4653695702692255
73.0,1.0,17.663917377780194,5.545177444479562
74.0,0.1863961052439613,20.0,4.163864910659559
75.0,1.0,12.845540486274968,4.1588830833596715
76.0,1.0,16.948264712757943,4.1588830833596715
77.0,1.0,14.99967675344021,5.545177444479562
78.0,1.0,14.133621088086258,6.931471805599453
79.0,1.0,20.0,5.545177444479562
80.0,0.0921417802159786,20.0,8.237944187147763
81.0,1.0,12.51442480460702,5.545177444479562
