"trial_number","trial_type","response_key","response_time","trial_earnings"
1,"Untrustworthy","2",3.23727050000025,6
2,"Neutral","None",NA,9
3,"Trustworthy","1",3.53081020000036,9
4,"Untrustworthy","1",3.60064909999983,9
5,"Trustworthy","3",3.21265059999996,15
6,"Untrustworthy","1",2.53391069999998,9
7,"Untrustworthy","1",3.01710160000039,9
8,"Trustworthy","4",1.48427429999992,0
9,"Untrustworthy","2",1.93380040000011,6
10,"Neutral","3",1.70061410000017,15
11,"Neutral","3",1.96741910000037,3
12,"Untrustworthy","2",2.60038129999975,6
13,"Neutral","3",1.48402370000031,3
14,"Trustworthy","3",1.6173804,15
15,"Neutral","2",1.86677300000019,12
16,"Untrustworthy","1",1.26718770000025,9
17,"Untrustworthy","1",1.13401259999955,9
18,"Trustworthy","3",1.28411000000051,15
19,"Untrustworthy","1",1.15060200000062,9
20,"Trustworthy","2",2.33373949999987,12
21,"Trustworthy","3",1.53423910000038,15
22,"Neutral","4",1.06718450000062,0
23,"Neutral","2",2.81720049999967,12
24,"Trustworthy","2",1.98371359999965,12
25,"Neutral","3",2.10143080000034,15
26,"Untrustworthy","2",2.56718099999944,6
27,"Neutral","3",1.58367649999946,3
28,"Trustworthy","3",1.0339441999995,15
29,"Neutral","2",1.7502742000006,6
30,"Trustworthy","2",2.51731680000012,12
31,"Trustworthy","3",1.58388210000066,15
32,"Trustworthy","3",2.1018353999998,15
33,"Trustworthy","3",1.36710299999959,15
34,"Neutral","1",2.16738119999991,9
35,"Untrustworthy","1",1.31709799999953,9
36,"Trustworthy","2",2.45053319999988,12
37,"Neutral","2",2.21713359999922,12
38,"Untrustworthy","1",1.11715019999974,9
39,"Untrustworthy","2",1.43391130000055,6
40,"Neutral","3",1.11728760000005,15
41,"Trustworthy","3",1.8672276999996,3
42,"Neutral","2",1.50043939999978,12
43,"Untrustworthy","1",1.00048269999934,9
44,"Neutral","2",1.80052869999963,6
45,"Untrustworthy","1",0.916829199999484,9
